Age,Education,EducationNum,MaritalStatus,Relationship,Gender,CapitalGain,HoursPerWeek
56, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
64, Prof-school,15, Married-civ-spouse, Husband, Male,0,9
66, Bachelors,13, Married-civ-spouse, Husband, Male,6767,20
37, Some-college,10, Married-civ-spouse, Husband, Male,0,84
46, Masters,14, Married-civ-spouse, Husband, Male,0,60
54, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
41, Some-college,10, Married-civ-spouse, Husband, Male,0,40
25, Bachelors,13, Never-married, Own-child, Male,0,35
64, HS-grad,9, Widowed, Not-in-family, Male,0,40
30, Bachelors,13, Never-married, Not-in-family, Female,0,40
46, Bachelors,13, Divorced, Not-in-family, Male,0,40
38, Bachelors,13, Married-civ-spouse, Wife, Female,7688,50
34, Doctorate,16, Married-civ-spouse, Husband, Male,0,45
45, HS-grad,9, Married-civ-spouse, Husband, Male,15024,80
41, Some-college,10, Married-civ-spouse, Husband, Male,0,60
20, HS-grad,9, Married-civ-spouse, Husband, Male,0,30
38, Bachelors,13, Never-married, Not-in-family, Female,0,20
40, HS-grad,9, Married-civ-spouse, Other-relative, Male,3137,40
45, Masters,14, Divorced, Not-in-family, Male,0,45
76, HS-grad,9, Widowed, Not-in-family, Female,0,13
49, Masters,14, Separated, Unmarried, Female,0,70
36, Assoc-voc,11, Never-married, Not-in-family, Female,0,60
31, Masters,14, Never-married, Not-in-family, Male,0,45
57, Masters,14, Divorced, Unmarried, Female,0,40
34, Some-college,10, Married-civ-spouse, Husband, Male,0,40
80, HS-grad,9, Married-civ-spouse, Husband, Male,0,25
49, Assoc-acdm,12, Divorced, Not-in-family, Female,0,30
48, Some-college,10, Divorced, Not-in-family, Female,3325,60
19, Some-college,10, Never-married, Not-in-family, Male,594,24
45, 11th,7, Married-civ-spouse, Wife, Female,0,25
49, Bachelors,13, Married-civ-spouse, Husband, Male,15024,40
21, Some-college,10, Never-married, Not-in-family, Male,0,45
52, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,40
52, Some-college,10, Married-civ-spouse, Wife, Female,0,40
41, Some-college,10, Married-civ-spouse, Husband, Male,0,40
54, Masters,14, Divorced, Not-in-family, Female,0,40
20, Assoc-acdm,12, Never-married, Not-in-family, Female,0,32
48, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
51, Doctorate,16, Married-civ-spouse, Husband, Male,15024,40
32, HS-grad,9, Married-civ-spouse, Husband, Male,0,49
60, Bachelors,13, Married-civ-spouse, Husband, Male,0,12
52, HS-grad,9, Divorced, Not-in-family, Female,0,45
56, Some-college,10, Married-civ-spouse, Husband, Male,0,40
54, 10th,6, Married-civ-spouse, Husband, Male,0,40
55, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
56, Bachelors,13, Married-civ-spouse, Husband, Male,15024,50
32, Bachelors,13, Married-civ-spouse, Other-relative, Male,0,45
19, HS-grad,9, Never-married, Own-child, Male,0,53
43, 10th,6, Married-civ-spouse, Husband, Male,0,60
68, Some-college,10, Married-civ-spouse, Husband, Male,10605,20
32, HS-grad,9, Divorced, Unmarried, Male,0,40
25, Bachelors,13, Never-married, Not-in-family, Male,0,40
26, Some-college,10, Married-civ-spouse, Other-relative, Male,0,40
68, Masters,14, Married-civ-spouse, Husband, Male,0,42
67, Some-college,10, Married-civ-spouse, Husband, Male,0,8
53, HS-grad,9, Married-civ-spouse, Husband, Male,0,35
27, HS-grad,9, Married-civ-spouse, Husband, Male,0,60
29, Some-college,10, Married-civ-spouse, Own-child, Male,0,65
38, Doctorate,16, Married-civ-spouse, Husband, Male,0,40
17, 10th,6, Never-married, Own-child, Male,0,40
48, Masters,14, Divorced, Not-in-family, Male,0,72
66, 9th,5, Married-civ-spouse, Husband, Male,0,40
43, Some-college,10, Separated, Not-in-family, Male,0,40
54, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
29, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
33, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
45, Some-college,10, Married-civ-spouse, Husband, Male,3103,42
69, Prof-school,15, Divorced, Not-in-family, Male,0,5
27, HS-grad,9, Never-married, Own-child, Male,0,40
67, Doctorate,16, Married-civ-spouse, Husband, Male,0,12
45, Masters,14, Married-civ-spouse, Husband, Male,0,50
43, Some-college,10, Divorced, Unmarried, Male,0,40
25, Bachelors,13, Never-married, Not-in-family, Female,2597,50
36, Bachelors,13, Married-civ-spouse, Husband, Male,2407,40
60, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,40
34, Some-college,10, Married-spouse-absent, Unmarried, Female,0,38
42, Bachelors,13, Divorced, Not-in-family, Male,0,40
73, HS-grad,9, Married-civ-spouse, Husband, Male,0,15
59, 5th-6th,3, Married-civ-spouse, Husband, Male,2580,15
31, Bachelors,13, Never-married, Not-in-family, Female,0,40
58, Bachelors,13, Never-married, Not-in-family, Male,0,48
47, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
59, 10th,6, Divorced, Not-in-family, Female,0,40
23, Bachelors,13, Never-married, Other-relative, Female,0,50
30, HS-grad,9, Never-married, Own-child, Male,0,40
21, Some-college,10, Never-married, Own-child, Male,0,10
27, Bachelors,13, Never-married, Not-in-family, Male,0,12
50, Bachelors,13, Married-civ-spouse, Husband, Male,0,60
61, 11th,7, Married-civ-spouse, Husband, Male,0,20
30, Some-college,10, Never-married, Not-in-family, Male,0,40
51, Bachelors,13, Divorced, Not-in-family, Female,0,40
40, Some-college,10, Never-married, Not-in-family, Male,0,40
61, 7th-8th,4, Married-civ-spouse, Husband, Male,0,30
41, Bachelors,13, Married-civ-spouse, Husband, Male,0,60
57, Some-college,10, Married-civ-spouse, Husband, Male,0,45
49, Prof-school,15, Married-civ-spouse, Husband, Male,99999,37
41, Masters,14, Divorced, Unmarried, Female,0,60
45, Bachelors,13, Married-civ-spouse, Husband, Male,0,50
42, Assoc-acdm,12, Married-civ-spouse, Wife, Female,0,45
58, HS-grad,9, Married-civ-spouse, Husband, Male,15024,40
22, Some-college,10, Never-married, Not-in-family, Male,0,40
53, Some-college,10, Widowed, Unmarried, Female,0,40
56, Prof-school,15, Married-civ-spouse, Husband, Male,99999,40
35, Some-college,10, Married-civ-spouse, Husband, Male,0,40
29, Bachelors,13, Married-civ-spouse, Husband, Male,0,70
40, Some-college,10, Married-civ-spouse, Husband, Male,0,40
32, HS-grad,9, Divorced, Not-in-family, Female,0,25
32, HS-grad,9, Married-civ-spouse, Husband, Male,0,45
53, Bachelors,13, Married-civ-spouse, Wife, Female,0,50
52, Some-college,10, Widowed, Not-in-family, Male,0,35
43, Bachelors,13, Married-civ-spouse, Husband, Male,15024,60
47, Masters,14, Never-married, Not-in-family, Male,0,35
39, Masters,14, Divorced, Not-in-family, Male,0,40
69, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,8
22, Some-college,10, Never-married, Own-child, Male,0,25
30, Bachelors,13, Married-civ-spouse, Husband, Male,0,72
35, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
38, Bachelors,13, Married-civ-spouse, Wife, Female,0,40
36, HS-grad,9, Widowed, Not-in-family, Female,0,4
57, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
60, Some-college,10, Married-civ-spouse, Husband, Male,0,50
19, Some-college,10, Never-married, Own-child, Female,0,20
53, 10th,6, Married-civ-spouse, Husband, Male,0,40
52, HS-grad,9, Never-married, Not-in-family, Male,0,40
35, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0,40
34, HS-grad,9, Married-civ-spouse, Husband, Male,4508,90
53, Prof-school,15, Never-married, Not-in-family, Female,0,50
53, Bachelors,13, Divorced, Not-in-family, Female,0,54
43, HS-grad,9, Never-married, Other-relative, Female,0,40
73, 7th-8th,4, Married-civ-spouse, Husband, Male,0,40
35, Bachelors,13, Divorced, Unmarried, Female,0,55
35, Masters,14, Married-civ-spouse, Husband, Male,0,40
46, Prof-school,15, Married-civ-spouse, Husband, Male,0,40
41, Some-college,10, Divorced, Not-in-family, Female,0,40
21, Some-college,10, Never-married, Own-child, Male,0,35
38, Bachelors,13, Never-married, Not-in-family, Female,4787,43
17, 11th,7, Never-married, Own-child, Male,0,10
48, HS-grad,9, Divorced, Own-child, Male,8614,40
60, Some-college,10, Married-civ-spouse, Husband, Male,0,40
46, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
63, HS-grad,9, Married-civ-spouse, Husband, Male,0,25
31, Bachelors,13, Married-civ-spouse, Husband, Male,3908,50
62, Bachelors,13, Divorced, Not-in-family, Male,0,40
46, Masters,14, Divorced, Unmarried, Female,0,43
46, Masters,14, Married-civ-spouse, Husband, Male,0,40
54, Some-college,10, Married-civ-spouse, Husband, Male,0,40
67, Doctorate,16, Married-civ-spouse, Husband, Male,0,20
49, 7th-8th,4, Married-civ-spouse, Husband, Male,0,99
57, HS-grad,9, Divorced, Not-in-family, Female,0,40
56, HS-grad,9, Divorced, Not-in-family, Male,0,40
45, HS-grad,9, Separated, Unmarried, Female,0,40
63, Bachelors,13, Married-civ-spouse, Husband, Male,0,45
45, HS-grad,9, Divorced, Other-relative, Female,0,40
39, Masters,14, Married-civ-spouse, Husband, Male,0,72
35, Bachelors,13, Married-civ-spouse, Husband, Male,0,45
22, Some-college,10, Never-married, Own-child, Female,0,40
40, Bachelors,13, Divorced, Unmarried, Female,5455,40
55, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
58, 11th,7, Married-civ-spouse, Husband, Male,0,60
46, HS-grad,9, Widowed, Other-relative, Female,0,40
22, Some-college,10, Never-married, Own-child, Female,594,25
17, 10th,6, Never-married, Own-child, Male,0,30
48, HS-grad,9, Married-civ-spouse, Husband, Male,0,60
53, Some-college,10, Divorced, Not-in-family, Male,0,40
45, Bachelors,13, Married-civ-spouse, Wife, Female,99999,25
29, Some-college,10, Married-civ-spouse, Husband, Male,0,40
75, Bachelors,13, Widowed, Not-in-family, Female,0,6
42, 7th-8th,4, Married-civ-spouse, Wife, Female,0,50
62, 9th,5, Divorced, Not-in-family, Male,0,24
45, Bachelors,13, Married-civ-spouse, Husband, Male,7298,40
36, Bachelors,13, Married-civ-spouse, Husband, Male,0,50
70, HS-grad,9, Widowed, Not-in-family, Female,2009,40
42, 7th-8th,4, Married-civ-spouse, Husband, Male,0,30
47, Masters,14, Married-civ-spouse, Husband, Male,15024,35
42, Some-college,10, Never-married, Unmarried, Male,0,40
36, Some-college,10, Married-civ-spouse, Wife, Female,7298,39
48, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
55, Some-college,10, Married-civ-spouse, Husband, Male,0,40
64, HS-grad,9, Widowed, Other-relative, Female,0,40
38, Bachelors,13, Married-civ-spouse, Husband, Male,0,70
62, 7th-8th,4, Married-civ-spouse, Husband, Male,0,10
70, HS-grad,9, Married-civ-spouse, Husband, Male,0,14
45, Masters,14, Divorced, Not-in-family, Male,0,40
50, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
52, Some-college,10, Separated, Not-in-family, Female,0,40
28, Bachelors,13, Never-married, Not-in-family, Male,0,50
62, HS-grad,9, Married-civ-spouse, Husband, Male,0,30
53, HS-grad,9, Never-married, Not-in-family, Male,0,35
31, Prof-school,15, Married-civ-spouse, Husband, Male,0,40
41, Masters,14, Married-civ-spouse, Husband, Male,7298,70
66, Bachelors,13, Married-civ-spouse, Husband, Male,0,70
37, Some-college,10, Married-civ-spouse, Husband, Male,0,60
74, 7th-8th,4, Widowed, Not-in-family, Female,0,20
46, Some-college,10, Married-civ-spouse, Husband, Male,0,70
47, Bachelors,13, Married-civ-spouse, Husband, Male,0,50
46, HS-grad,9, Married-spouse-absent, Not-in-family, Male,3325,45
37, Some-college,10, Divorced, Not-in-family, Male,0,65
48, Masters,14, Married-civ-spouse, Husband, Male,0,61
28, HS-grad,9, Married-civ-spouse, Wife, Female,3103,20
44, 12th,8, Separated, Not-in-family, Female,0,36
58, Some-college,10, Married-civ-spouse, Husband, Male,0,30
30, Some-college,10, Never-married, Not-in-family, Female,0,60
39, Masters,14, Never-married, Not-in-family, Female,0,55
38, Some-college,10, Separated, Not-in-family, Male,0,60
48, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
57, Doctorate,16, Divorced, Unmarried, Female,0,50
61, Some-college,10, Married-civ-spouse, Husband, Male,0,50
50, Masters,14, Married-civ-spouse, Husband, Male,0,55
51, Doctorate,16, Married-civ-spouse, Wife, Female,0,40
63, Doctorate,16, Married-civ-spouse, Husband, Male,0,12
22, HS-grad,9, Never-married, Own-child, Male,0,20
50, 9th,5, Married-civ-spouse, Husband, Male,0,50
41, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
53, 7th-8th,4, Married-civ-spouse, Husband, Male,0,38
44, Some-college,10, Married-civ-spouse, Husband, Male,0,99
69, Bachelors,13, Married-civ-spouse, Husband, Male,20051,45
43, Some-college,10, Separated, Not-in-family, Male,0,40
59, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
50, Some-college,10, Married-civ-spouse, Husband, Male,0,40
68, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
81, Some-college,10, Widowed, Unmarried, Female,0,4
22, HS-grad,9, Never-married, Own-child, Male,0,40
17, 11th,7, Never-married, Own-child, Male,0,30
38, Some-college,10, Married-civ-spouse, Husband, Male,0,35
52, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,40
67, Doctorate,16, Married-civ-spouse, Husband, Male,10605,35
38, HS-grad,9, Divorced, Own-child, Male,0,50
29, HS-grad,9, Never-married, Not-in-family, Male,0,40
41, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
19, Some-college,10, Never-married, Own-child, Male,0,15
39, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
52, Doctorate,16, Married-civ-spouse, Wife, Female,0,40
34, Bachelors,13, Married-civ-spouse, Husband, Male,0,30
56, Masters,14, Married-civ-spouse, Husband, Male,0,25
55, HS-grad,9, Divorced, Not-in-family, Female,0,40
51, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
47, Bachelors,13, Married-civ-spouse, Husband, Male,0,50
25, HS-grad,9, Never-married, Not-in-family, Male,0,50
40, 7th-8th,4, Separated, Not-in-family, Female,0,8
71, Masters,14, Married-civ-spouse, Husband, Male,99999,40
57, Prof-school,15, Married-civ-spouse, Husband, Male,0,35
17, 12th,8, Never-married, Own-child, Male,0,15
41, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
62, Doctorate,16, Married-civ-spouse, Husband, Male,0,40
40, Bachelors,13, Married-civ-spouse, Husband, Male,0,45
38, Some-college,10, Married-civ-spouse, Husband, Male,0,60
51, Prof-school,15, Divorced, Not-in-family, Male,27828,60
61, HS-grad,9, Married-civ-spouse, Husband, Male,2829,45
42, Masters,14, Divorced, Unmarried, Female,0,40
26, HS-grad,9, Never-married, Other-relative, Male,0,16
39, Bachelors,13, Never-married, Not-in-family, Male,0,40
18, 10th,6, Never-married, Own-child, Male,0,40
43, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
19, Some-college,10, Never-married, Own-child, Male,0,35
44, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0,40
46, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
53, Masters,14, Married-civ-spouse, Husband, Male,0,50
41, Bachelors,13, Never-married, Not-in-family, Female,0,40
28, Masters,14, Married-civ-spouse, Wife, Female,0,40
20, Some-college,10, Never-married, Own-child, Female,0,40
51, Prof-school,15, Widowed, Not-in-family, Female,0,40
34, Bachelors,13, Married-civ-spouse, Husband, Male,0,30
36, Some-college,10, Married-civ-spouse, Husband, Male,0,40
25, Assoc-acdm,12, Never-married, Own-child, Female,0,80
44, HS-grad,9, Married-civ-spouse, Husband, Male,0,60
49, 11th,7, Divorced, Unmarried, Male,0,40
64, Doctorate,16, Married-civ-spouse, Husband, Male,0,40
54, Masters,14, Married-civ-spouse, Husband, Male,7688,40
49, Bachelors,13, Married-civ-spouse, Husband, Male,0,50
66, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
57, Some-college,10, Married-civ-spouse, Husband, Male,0,40
59, Assoc-voc,11, Divorced, Not-in-family, Male,0,50
42, Masters,14, Married-civ-spouse, Husband, Male,0,40
64, Some-college,10, Never-married, Not-in-family, Female,0,35
29, HS-grad,9, Married-spouse-absent, Unmarried, Male,0,40
25, Some-college,10, Never-married, Not-in-family, Male,0,20
44, Bachelors,13, Divorced, Not-in-family, Male,0,40
52, HS-grad,9, Married-civ-spouse, Husband, Male,0,52
45, Prof-school,15, Married-civ-spouse, Husband, Male,0,50
51, Some-college,10, Divorced, Not-in-family, Female,0,40
48, HS-grad,9, Married-civ-spouse, Husband, Male,0,60
42, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
43, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
18, HS-grad,9, Never-married, Own-child, Male,0,15
36, Doctorate,16, Married-civ-spouse, Husband, Male,0,35
26, Bachelors,13, Never-married, Not-in-family, Male,0,42
25, Masters,14, Never-married, Own-child, Female,0,40
42, Masters,14, Divorced, Not-in-family, Male,0,45
21, Some-college,10, Never-married, Own-child, Female,0,40
19, HS-grad,9, Never-married, Own-child, Female,0,25
67, 7th-8th,4, Married-civ-spouse, Husband, Male,0,40
27, HS-grad,9, Never-married, Own-child, Male,0,38
79, Bachelors,13, Married-civ-spouse, Husband, Male,0,20
50, Bachelors,13, Married-civ-spouse, Wife, Female,0,40
19, HS-grad,9, Never-married, Own-child, Female,0,20
43, Some-college,10, Never-married, Other-relative, Male,2174,40
51, Masters,14, Married-civ-spouse, Husband, Male,0,60
36, Assoc-voc,11, Married-civ-spouse, Husband, Male,0,99
39, Prof-school,15, Married-civ-spouse, Husband, Male,0,45
44, Bachelors,13, Divorced, Not-in-family, Female,3325,40
18, Some-college,10, Never-married, Own-child, Female,0,40
37, Doctorate,16, Never-married, Not-in-family, Female,0,60
40, HS-grad,9, Married-civ-spouse, Husband, Male,0,15
44, HS-grad,9, Married-civ-spouse, Husband, Male,7298,50
48, Bachelors,13, Married-civ-spouse, Husband, Male,0,50
74, HS-grad,9, Married-civ-spouse, Husband, Male,6767,6
23, 9th,5, Divorced, Not-in-family, Female,0,35
68, 7th-8th,4, Widowed, Not-in-family, Female,0,40
24, Bachelors,13, Never-married, Own-child, Female,0,50
50, Doctorate,16, Married-civ-spouse, Husband, Male,0,60
34, Masters,14, Separated, Unmarried, Female,0,40
55, HS-grad,9, Divorced, Other-relative, Female,0,40
36, Bachelors,13, Married-civ-spouse, Wife, Female,0,38
35, Some-college,10, Never-married, Own-child, Male,0,40
63, Masters,14, Never-married, Not-in-family, Female,0,3
30, HS-grad,9, Married-civ-spouse, Husband, Male,0,60
60, HS-grad,9, Married-civ-spouse, Husband, Male,0,70
56, Bachelors,13, Married-civ-spouse, Husband, Male,15024,40
35, Some-college,10, Never-married, Own-child, Male,0,40
27, Some-college,10, Never-married, Unmarried, Female,0,40
45, Some-college,10, Married-civ-spouse, Husband, Male,0,40
36, Prof-school,15, Divorced, Unmarried, Male,25236,40
65, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
59, HS-grad,9, Married-civ-spouse, Husband, Male,0,41
33, Some-college,10, Married-civ-spouse, Husband, Male,0,40
50, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
49, Some-college,10, Married-civ-spouse, Husband, Male,0,50
23, Some-college,10, Married-civ-spouse, Other-relative, Female,0,40
51, Bachelors,13, Divorced, Unmarried, Male,0,50
48, Some-college,10, Married-civ-spouse, Husband, Male,0,40
54, Some-college,10, Married-civ-spouse, Husband, Male,0,40
41, HS-grad,9, Never-married, Own-child, Female,0,40
27, Assoc-voc,11, Never-married, Other-relative, Male,0,30
30, 11th,7, Never-married, Own-child, Female,0,40
24, Assoc-acdm,12, Never-married, Own-child, Female,0,20
59, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0,40
35, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
51, HS-grad,9, Divorced, Not-in-family, Female,0,44
29, Some-college,10, Married-spouse-absent, Own-child, Female,0,40
43, HS-grad,9, Married-civ-spouse, Husband, Male,0,60
29, Masters,14, Never-married, Not-in-family, Female,0,35
33, HS-grad,9, Married-civ-spouse, Husband, Male,2105,40
46, Some-college,10, Divorced, Unmarried, Female,0,45
64, Prof-school,15, Married-civ-spouse, Husband, Male,15024,45
59, 5th-6th,3, Married-civ-spouse, Husband, Male,0,40
38, 9th,5, Never-married, Own-child, Female,0,12
57, Masters,14, Married-civ-spouse, Husband, Male,99999,40
17, 10th,6, Never-married, Own-child, Male,0,40
21, Some-college,10, Never-married, Own-child, Male,0,40
38, Doctorate,16, Married-civ-spouse, Husband, Male,0,50
64, Prof-school,15, Married-civ-spouse, Husband, Male,99999,35
24, HS-grad,9, Never-married, Not-in-family, Female,0,36
28, HS-grad,9, Separated, Own-child, Female,0,25
41, Bachelors,13, Married-civ-spouse, Husband, Male,0,60
60, Some-college,10, Married-civ-spouse, Husband, Male,0,40
34, Masters,14, Married-civ-spouse, Husband, Male,0,38
34, Doctorate,16, Married-civ-spouse, Husband, Male,0,32
34, Some-college,10, Married-civ-spouse, Husband, Male,0,40
36, Doctorate,16, Married-civ-spouse, Husband, Male,0,50
59, HS-grad,9, Married-civ-spouse, Husband, Male,0,65
33, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
51, Some-college,10, Separated, Not-in-family, Female,0,40
31, Bachelors,13, Married-civ-spouse, Wife, Female,0,40
29, 10th,6, Never-married, Own-child, Female,0,38
61, Some-college,10, Married-civ-spouse, Husband, Male,0,40
74, Bachelors,13, Widowed, Not-in-family, Female,0,35
66, Masters,14, Widowed, Not-in-family, Male,0,6
63, Bachelors,13, Married-civ-spouse, Wife, Female,0,45
37, Some-college,10, Divorced, Unmarried, Female,0,40
33, Some-college,10, Married-civ-spouse, Husband, Male,0,4
70, HS-grad,9, Widowed, Not-in-family, Female,2993,20
41, Bachelors,13, Married-civ-spouse, Wife, Female,0,40
38, Assoc-voc,11, Divorced, Unmarried, Female,0,40
62, HS-grad,9, Divorced, Not-in-family, Female,0,35
27, HS-grad,9, Married-civ-spouse, Husband, Male,0,38
59, 9th,5, Married-civ-spouse, Husband, Male,0,40
54, Masters,14, Never-married, Not-in-family, Female,0,32
32, Bachelors,13, Married-civ-spouse, Husband, Male,0,50
67, Some-college,10, Married-civ-spouse, Husband, Male,0,40
51, Masters,14, Married-civ-spouse, Wife, Female,0,70
44, Masters,14, Married-civ-spouse, Husband, Male,0,40
28, HS-grad,9, Married-civ-spouse, Husband, Male,0,70
74, Some-college,10, Married-civ-spouse, Husband, Male,0,35
50, HS-grad,9, Married-civ-spouse, Husband, Male,0,52
29, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
30, HS-grad,9, Separated, Unmarried, Female,0,25
49, Assoc-voc,11, Divorced, Not-in-family, Female,0,44
36, Doctorate,16, Married-civ-spouse, Wife, Female,0,36
40, Bachelors,13, Married-civ-spouse, Husband, Male,0,60
60, HS-grad,9, Divorced, Not-in-family, Female,0,40
60, HS-grad,9, Married-civ-spouse, Husband, Male,0,50
49, Bachelors,13, Married-civ-spouse, Husband, Male,0,45
23, Some-college,10, Separated, Not-in-family, Female,0,40
19, Some-college,10, Never-married, Own-child, Female,0,40
46, HS-grad,9, Divorced, Unmarried, Female,0,40
18, HS-grad,9, Never-married, Own-child, Female,0,8
41, Some-college,10, Married-civ-spouse, Wife, Female,0,40
45, Masters,14, Never-married, Not-in-family, Female,0,40
62, Assoc-voc,11, Widowed, Unmarried, Female,0,40
36, Some-college,10, Married-civ-spouse, Husband, Male,0,60
33, HS-grad,9, Separated, Unmarried, Male,0,50
62, Prof-school,15, Married-civ-spouse, Husband, Male,0,16
42, Assoc-voc,11, Divorced, Unmarried, Female,0,40
67, HS-grad,9, Widowed, Not-in-family, Male,0,65
30, HS-grad,9, Married-civ-spouse, Husband, Male,0,48
53, Some-college,10, Divorced, Not-in-family, Male,0,45
42, 12th,8, Divorced, Not-in-family, Male,0,10
55, Bachelors,13, Married-civ-spouse, Husband, Male,0,99
35, Bachelors,13, Married-civ-spouse, Husband, Male,7298,40
55, Prof-school,15, Divorced, Not-in-family, Female,0,35
40, Masters,14, Married-civ-spouse, Wife, Female,0,40
54, 10th,6, Divorced, Not-in-family, Female,0,10
45, Bachelors,13, Divorced, Not-in-family, Male,0,45
40, Prof-school,15, Never-married, Not-in-family, Male,0,60
31, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0,40
55, Masters,14, Married-civ-spouse, Husband, Male,0,55
24, Assoc-voc,11, Never-married, Unmarried, Female,0,38
18, 11th,7, Never-married, Own-child, Male,0,4
28, Some-college,10, Married-spouse-absent, Unmarried, Female,0,40
59, 10th,6, Married-civ-spouse, Wife, Female,0,36
53, HS-grad,9, Married-civ-spouse, Husband, Male,5013,35
73, HS-grad,9, Widowed, Not-in-family, Female,0,22
36, Bachelors,13, Never-married, Unmarried, Male,0,40
33, Some-college,10, Divorced, Unmarried, Female,0,45
34, HS-grad,9, Married-civ-spouse, Husband, Male,0,10
19, Some-college,10, Never-married, Own-child, Female,0,40
40, Assoc-acdm,12, Married-civ-spouse, Husband, Male,0,40
34, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
26, HS-grad,9, Never-married, Own-child, Male,0,50
35, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
65, HS-grad,9, Divorced, Not-in-family, Female,0,40
27, Bachelors,13, Never-married, Other-relative, Male,0,35
41, HS-grad,9, Married-civ-spouse, Husband, Male,0,60
41, HS-grad,9, Married-civ-spouse, Wife, Female,0,40
59, 10th,6, Married-civ-spouse, Husband, Male,0,40
56, Some-college,10, Married-civ-spouse, Wife, Female,0,50
24, Bachelors,13, Never-married, Not-in-family, Male,0,40
24, Bachelors,13, Never-married, Not-in-family, Male,0,50
43, Some-college,10, Divorced, Unmarried, Female,0,36
49, Bachelors,13, Married-civ-spouse, Husband, Male,0,60
42, Assoc-voc,11, Married-civ-spouse, Husband, Male,2885,40
31, Masters,14, Married-civ-spouse, Husband, Male,0,90
35, 11th,7, Married-civ-spouse, Husband, Male,0,36
30, Some-college,10, Divorced, Not-in-family, Male,0,35
20, HS-grad,9, Never-married, Own-child, Male,0,40
50, Masters,14, Married-civ-spouse, Husband, Male,0,60
53, 10th,6, Married-civ-spouse, Husband, Male,0,40
19, Some-college,10, Never-married, Not-in-family, Male,0,40
42, Some-college,10, Divorced, Unmarried, Male,0,90
33, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
20, 11th,7, Never-married, Own-child, Male,0,40
69, Masters,14, Married-civ-spouse, Husband, Male,6514,40
64, Some-college,10, Married-civ-spouse, Wife, Female,0,40
53, Masters,14, Married-civ-spouse, Husband, Male,0,38
36, Assoc-acdm,12, Separated, Unmarried, Female,0,40
49, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
35, HS-grad,9, Married-civ-spouse, Husband, Male,0,40
36, Some-college,10, Separated, Own-child, Male,0,40
18, 10th,6, Never-married, Own-child, Male,0,25
36, Some-college,10, Married-civ-spouse, Wife, Female,0,40
49, Doctorate,16, Never-married, Not-in-family, Male,99999,70
62, Assoc-voc,11, Divorced, Not-in-family, Female,0,40
37, Some-college,10, Never-married, Own-child, Male,0,40
27, Assoc-acdm,12, Married-civ-spouse, Wife, Female,0,40
47, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
44, HS-grad,9, Divorced, Not-in-family, Male,0,60
32, HS-grad,9, Divorced, Own-child, Male,0,62
53, 11th,7, Widowed, Not-in-family, Female,0,30
48, Bachelors,13, Married-civ-spouse, Husband, Male,0,40
37, Assoc-acdm,12, Separated, Unmarried, Male,0,50
28, HS-grad,9, Never-married, Other-relative, Female,0,40
17, 11th,7, Never-married, Not-in-family, Female,0,40
